epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc
1,0.7222465043860343,0.5200437317784257,0.5232637830238928,0.721642232671076,0.5187074829931972,0.8960319759022186
2,0.7004015068618619,0.521865889212828,0.7514397196065254,0.6390359057050173,0.5187074829931972,0.9181486416034292
3,0.5712536379651495,0.7376093294460642,0.8982075803505344,0.4989675340198335,0.8605442176870748,0.9189364536870764
4,0.4483603357226091,0.8440233236151603,0.9127250301831635,0.4066611564889246,0.8758503401360545,0.9401146961710016
5,0.37281510763891235,0.8720845481049563,0.9367529035165713,0.34348564123620795,0.8945578231292517,0.9489080692811214
6,0.3433396769334554,0.8826530612244898,0.9444991616822543,0.31681125018061423,0.8979591836734694,0.9531831083820889
7,0.3117251156370424,0.8917638483965015,0.9524747533600552,0.2920590699935446,0.9047619047619048,0.9554306899148467
8,0.3020985050469029,0.8965014577259475,0.953239907862202,0.2896706680862271,0.8962585034013606,0.9560215489775821
9,0.2840386761173215,0.9030612244897959,0.9579085209371918,0.26746105539555454,0.9081632653061225,0.9582459595667033
10,0.28284789669617966,0.9016034985422741,0.9584932947882764,0.26542493964539093,0.9115646258503401,0.9589642588194406
11,0.2791541339530889,0.9030612244897959,0.9601113996846796,0.26223363438431097,0.9081632653061225,0.9595087759949026
12,0.27189921568155984,0.9037900874635568,0.9605690025162835,0.2568172496192309,0.9115646258503401,0.9603545154376412
13,0.266462118910631,0.9147230320699709,0.9613596976415895,0.2549623684818242,0.9149659863945578,0.961095985634015
14,0.25326936941800243,0.9121720116618076,0.9641159565575284,0.24713349463988324,0.9149659863945578,0.9628222209349475
15,0.2614207129610523,0.9129008746355685,0.9638222393911966,0.2524438520678047,0.9132653061224489,0.9626947807449459
16,0.2551446561389345,0.9096209912536443,0.9634503040664397,0.24997752134491796,0.9098639455782312,0.9632277124485895
17,0.24736265870728924,0.9172740524781341,0.9654137394718092,0.2414202965846678,0.9115646258503401,0.9644094305740601
18,0.24355185970273033,0.9161807580174927,0.9664013102339681,0.2563538754067453,0.9064625850340136,0.9637258877367781
19,0.24548252802287873,0.9139941690962099,0.9662853132371197,0.23729294376308416,0.9166666666666666,0.9658576145513528
20,0.24761988335552437,0.9183673469387755,0.9665439120466073,0.23186024638260302,0.9217687074829932,0.9672131147540984
21,0.2498895535055472,0.9136297376093294,0.9652988066675925,0.24788012472139734,0.9081632653061225,0.9656606615304407
22,0.2352522650717299,0.9165451895043731,0.9691985405662249,0.227564309324537,0.9251700680272109,0.9688466662804843
23,0.23799732014667188,0.918731778425656,0.9676538649614044,0.22511200839970388,0.9268707482993197,0.9689393500550311
24,0.22599112583492656,0.9220116618075802,0.971743557244784,0.22388106787285836,0.9251700680272109,0.9694259398714012
25,0.22496557930815672,0.9263848396501457,0.9711305822889613,0.22411950915849127,0.923469387755102,0.9700399698777732
26,0.22101098681330333,0.9263848396501457,0.9724773180642975,0.2235995648669548,0.9251700680272109,0.9703527776168683
27,0.21926115118727393,0.9289358600583091,0.973034955003275,0.2205549912387822,0.9319727891156463,0.9707466836586919
