epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc
1,0.44382766258438544,0.8290816326530612,0.9027067207489363,0.43425798395864007,0.8503401360544217,0.9178474193361524
2,0.31628344731497693,0.8844752186588921,0.9448551341175369,0.3001267060536106,0.8945578231292517,0.9531135955511788
3,0.3103701825044593,0.8895772594752187,0.9456649847102123,0.25917329005643625,0.9030612244897959,0.9639575971731449
4,0.2740770636598848,0.9045189504373178,0.9572061538003117,0.25357709389154603,0.9013605442176871,0.9662515205931762
5,0.275285583022037,0.8935860058309038,0.9571295319308338,0.24432112854354235,0.9081632653061225,0.9681051960841105
6,0.27750123303068625,0.8972303206997084,0.9562765815365769,0.25116487546842925,0.9166666666666666,0.9656027341713492
7,0.2509235674976955,0.9121720116618076,0.9641281947727922,0.22596190302144914,0.9166666666666666,0.9709204657359671
8,0.2533643806988574,0.9088921282798834,0.9633523983443292,0.23319171744139017,0.9251700680272109,0.9716966923477959
9,0.24668056144224312,0.9118075801749271,0.9654568392733905,0.21709207551819937,0.923469387755102,0.9731217053814516
10,0.25712293720975216,0.902332361516035,0.9625521254853383,0.22332122486059358,0.9251700680272109,0.9744076927532873
11,0.23851306845078316,0.9085276967930029,0.9674596498061306,0.2192213971193145,0.923469387755102,0.9739442738805537
12,0.23055379079660243,0.9143586005830904,0.9703766018094466,0.21759619538475866,0.9166666666666666,0.9741412269014655
13,0.24473017493246596,0.9099854227405247,0.9665502972023972,0.23011534655986188,0.9166666666666666,0.9729131668887215
14,0.23650039626019342,0.9150874635568513,0.9685068153556612,0.213808906118886,0.9268707482993197,0.9737936627469154
15,0.22820999019347543,0.9201895043731778,0.9697162702815162,0.21816136135535985,0.9200680272108843,0.9737241499160053
16,0.23116525801295093,0.9147230320699709,0.9697066925478316,0.21791171682935181,0.9285714285714286,0.9757631929560331
17,0.21977652848288198,0.9260204081632653,0.972572563304829,0.20376783933769277,0.9336734693877551,0.9769912529687772
18,0.228309600502687,0.9194606413994169,0.9702542196568085,0.22796614721518796,0.9217687074829932,0.9743497653941957
19,0.23001177682820978,0.9212827988338192,0.9699948227028471,0.21130975188852166,0.9251700680272109,0.9767595435324103
20,0.21756218521483786,0.9190962099125365,0.9734356235290862,0.19276438531826953,0.935374149659864,0.9787638301569832
21,0.23273184178695736,0.9125364431486881,0.9694805516136086,0.20297232037093363,0.9251700680272109,0.9776747958060591
22,0.2143697060058138,0.9176384839650146,0.9743769019117688,0.20830488529335073,0.9251700680272109,0.9767016161733186
23,0.21793131604139032,0.9183673469387755,0.9732531144927606,0.19766965680787352,0.9336734693877551,0.9783119967560678
24,0.23571680125620206,0.9172740524781341,0.96940659022571,0.2029971236071619,0.9302721088435374,0.9772924752360539
25,0.23890380278968254,0.9139941690962099,0.9678847947624696,0.2003541096132629,0.9336734693877551,0.977257718820599
26,0.21862214165074484,0.9231049562682215,0.9732150696061795,0.19926249251073722,0.9336734693877551,0.9776632103342409
27,0.21558921117302976,0.9183673469387755,0.9740185350430652,0.19037896070350596,0.9319727891156463,0.9796095695997219
28,0.2094523429696831,0.9278425655976676,0.9753144556202408,0.19172403317730444,0.9370748299319728,0.9787870011006199
29,0.23126964575173903,0.9231049562682215,0.9702840170504943,0.18695659763148043,0.9387755102040817,0.979783351676997
30,0.21300285585420126,0.9252915451895044,0.9741071290796489,0.18452437901172508,0.9404761904761905,0.9805943347042808
31,0.22300249694387697,0.9161807580174927,0.9722474524558639,0.19586957474144137,0.9302721088435374,0.9786016335515264
32,0.21438970616624933,0.9267492711370262,0.9739826185417475,0.18094929363451848,0.9421768707482994,0.9812083647106529
33,0.20459267523128855,0.9238338192419825,0.9762152946829213,0.1849756898725925,0.9387755102040817,0.980907142443376
34,0.2131116594413279,0.924198250728863,0.9745242925912505,0.1979464590549469,0.9268707482993197,0.9781266292069745
35,0.20714858352442872,0.924198250728863,0.9756438232397322,0.1855064845409523,0.935374149659864,0.9802931124370039
36,0.20987250938273033,0.9183673469387755,0.9751532304365478,0.19692133255556327,0.9285714285714286,0.9790071250651684
37,0.21331935947212463,0.9231049562682215,0.973995654901485,0.18493624011270043,0.935374149659864,0.9819730058506633
38,0.20767396618951514,0.9216472303206997,0.9756986291602615,0.18490015122355247,0.9370748299319728,0.9804900654579157
39,0.20387522943600273,0.922740524781341,0.9764041888750365,0.1867287647561962,0.9370748299319728,0.980084573944274
40,0.20800257115774182,0.9238338192419825,0.9756853267523662,0.18750478023168993,0.935374149659864,0.9801425013033656
