epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc
1,0.7058464276547335,0.6486880466472303,0.731622324420188,0.6669590947579365,0.7976190476190477,0.8769507038174129
2,0.5780366261220882,0.7857142857142857,0.8543226706552606,0.494230335261546,0.8197278911564626,0.8956033134449399
3,0.4592253143516296,0.827259475218659,0.8987604284226696,0.4073576777159762,0.858843537414966,0.929120083415397
4,0.38008630710162505,0.8698979591836735,0.9326818346042454,0.3353761114230772,0.8860544217687075,0.9506458900538725
5,0.34931049280889526,0.8830174927113703,0.9421685798189702,0.31017298520016834,0.8928571428571429,0.9568209465330475
6,0.3267315641784112,0.8928571428571429,0.9495593976456868,0.295985358101981,0.9030612244897959,0.9587441348548918
7,0.3188260817579903,0.9016034985422741,0.9519666013784487,0.28529179217864054,0.9013605442176871,0.9592307246712622
8,0.3024170819246387,0.9081632653061225,0.9541593702959361,0.28060807784398395,0.9081632653061225,0.9604008573249145
9,0.29236095353048674,0.9092565597667639,0.9571816773697841,0.27282502983703094,0.9081632653061225,0.9612813531831083
10,0.29045367484190027,0.9048833819241983,0.9570741939139887,0.27324740700170297,0.9115646258503401,0.9618664195099346
11,0.28932154083043427,0.9063411078717201,0.957829238586135,0.26390636494370545,0.9098639455782312,0.963181370561316
12,0.2896628325082818,0.9099854227405247,0.9587103900851301,0.26321092227689263,0.9149659863945578,0.9626947807449459
13,0.27129767405048405,0.9132653061224489,0.9628410537848278,0.2559499521644748,0.9115646258503401,0.9631350286740429
14,0.27549707959066677,0.9096209912536443,0.9607158610994493,0.252756649945058,0.9166666666666666,0.9641545501940567
15,0.27156344030063284,0.9147230320699709,0.9623738732195393,0.24888025822282647,0.9098639455782312,0.9653710247349823
16,0.25872040472642327,0.9158163265306123,0.9646278332133456,0.2467754349416616,0.9183673469387755,0.9653710247349823
17,0.2652608210508747,0.9125364431486881,0.964035077917524,0.24396772692803623,0.9132653061224489,0.9661356658749927
